Nederlands;Gronings
Hij was van haar vader bijna ondersteboven, ze keek hem in de ogen met een verlegen laag.;Hai was van heur votdoadelk ondersteboven, ze keek hom ien ogen mit n verlegen laag.
Hij had plannen waar zij nog geen kennis van had, haar vertrouwen gaf ze hem vrij.;Hai haar plannen woar zai nog gain wait van haar, heur vertraauwen gaf ze hom vergees.
Die taal zou totaal ongeschikt zijn om iets duidelijk te zeggen of te schrijven.;Dij toal zol totoal ongeschikt wezen om wat dudelk te zeggen of te schrieven.
Hij pakt krant van tafel, maar hoe wil hij lezen als hij zo'n beetje op de grond deel ligt?;Hai pakt kraant van toavel, mor hou wil ie lezen as ie zowat op grond deelliggen?
Het was een stilstaande wiet, broodmoer en honderdvijf jaar geleden.;t Was n stafòld wiefke, broodmoager en honnerdtwij joar òld.
Ze had een cadeautje voor Wulm gekocht in de winkel van het verzorgingshuis.;Zai haar n kedootje veur Wulm kocht ien winkeltje van verzörgenshoes.
Toen de jongens op een avond kwamen praten, had Gezienus een praktische les voor haar.;Dou jongs op n oavend proaten kwamen, haar Gezienus n praktische les veur heur.
De stof bij de gracht was toen twee wolken ballen aan het vechten waren om een kudde koeien.;Stoef bie graacht wazzen ais twij wozzen bollen aan vechten om n kudde koien.
Janssen tegen een uur of elf al, dat hij nog wel zo'n vrachtje kon breken.;Janssen tegen n uur of elf al, dat e nog wel zo'n vrachtje broeken kon.
De gasten zijn nu start-up patiënten en ze gaan het heel anders doen.;Galen binnen nou ‘opstart’pazzipanten en zai goan t hail aans doun.
Deze millennials gaan Grunnen van de Zernikonvallei tot volle wasgoederij verduurzamen.;Dizze millennials goan Grunnen vanuut Zernikon Valley tot volle wasdom verduurzoamen.
Rabinhoop museum, waar op schilderijen te zien is wat een verleden het was tot nu toe;Rabenhauptmeseum, woarin op schilderijen te zain is wat n verdrait t was tot anno
Kost een boel pecunia, maar aan het Forumgebouw was toch al veel verdomd.;Kost n bult pecunia, mor aan de Forumbaauw was toch al veul vergraimd.
Het was Linda's boek, een aardige bestseller die op 5 mei werd gepubliceerd!;t Oera Linda bouk, n boreoale bestseller dij op 5 maai wroakt wer!
Kleine Joppie, zeven jaar en het jongetje van Joap en Dinoa.;Leutje Joppie, zeuven joar en t zeuntje van Joap en Dinoa.
Ze kijkt ons aan of ze voor het eerst in haar leven een paralleluisklu ziet.;Zai kikt ons aan of ze veur t eerst in heur leven ‘parelviskelu’ zugt.
Tussen wat schepen en emmers heeft hij een soort doekbril gevonden.;Tussen wat schepkes en emmertjes het hai n soorteg doekersbril vonden.
Hij is aan het proberen het rackje over zijn dikke kop te bevrijden.;Hai is aan t klontjen om t rekkertje over zien dikke kop hen te vrözzeln.
Grote Joep schaamt zich een beetje en wil zijn zoon niet vermoorden waar we bij zijn.;Grode Joap schoamt zuk n snittje en wil zien zeun nait vermoorden woar wie bie binnen.
Fijn, één geluk: We hoeven niet verder te kijken. We keren terug naar de camping.;Afijn, ain geluk: Wie huiven nait wieder te kieken.’ Wie weerom noar camping.
Het lijkt me niet goed. Joap bedapt zichzelf en kijkt me smakelijk aan.;t Liekt mie nait goud tou.’ Joap bedappert zuk en kikt mie smachtend aan.
De puppy zou gemakkelijk in het water kunnen verdwijnen zonder dat iemand het ziet.;Joppie zol makkelk in t woater verdwienen kinnen zunder dat ain t zugt.
In het koude, hij kan ja niet eens goed zwemmen! We hebben er net als reketten achter hem.;‘Dij kou, hai kin ja nait ains goud swimmen.!’ Wie der as reketten achterheer.
"Je kunt toch niet eens goed zwemmen, man. "" Het kleine Joppie zegt maar helemaal niets.";Kist ja nait ains goud swimmen, man.' Leutje Joppie zegt mor aal niks.
Rainders konden zijn ogen niet afhouden van dat blonde meisje en tot aan zijn grote haar verbazen;Rainder kon zien ogen nait òfholden van dat blonde maaidje en tot zien grode verboazen haar
Dat was ja een wonder, want meestal voelen ze zich op hetzelfde meisje.;Dat was ja n wonder, omreden mainsttied vuilen ze op t zulfde wichtje.
Die liggen we wel niet vroeger op bed, maar toch vroeger dan toen we eerst nog over;Din liggen wie wel nait vroug op bèrre, mor toch oardeg eerder as wanneer wie eerst nog over
Dat zijn een paar mooie meisjes, Willem, zei Rainder die achter het stuur zat.;'Dat binnen n poar schiere wichter, Willem,' zee Rainder dij achter t stuur zat.
"Rainders, ""ik ben haar kwijt."" ""Wie rijdt hier eigenlijk?"" antwoordde hij";Rainder, 'ik bin heur kwiet.' 'Wel ridt ter hier aiglieks?' antwoordde
"Na een poosje zagen ze het bord ""Schipborg"" aan de kant van de weg staan.";"Noa n zetje zagen ze bord ""Schipbörg"" aan de kaande van de weg stoan."
Hier zal het dan wel zijn, maar het is geen Anloo, merkte Rainder op.;'Hier zel t din wel wezen, mor t is gain Anloo,' maarkde Rainder op.
Slim Korte Verhalen, geschreven op de Dag van de Grunneger Taal 27 Touval?;Slim Körte Verhoalen, schreven op de Dag van de Grunneger Toal 27 Touvaal?
Hij was een aardige vent en meende het goed, maar wat e zee kwam er iets leuks uit.;Hai was n schiere vent en bedoulde t goud, mor wat e zee kwam der wat lompend uut.
Daar kregen we van nu af nieuwe vrienden en gingen daar vanzelf ook weer naar school.;Doar kregen wie vannijs nije vrunden en gingen doar vanzulf ook weer noar schoul tou.
Pas als je weer deeltjes naar de vallei moet, blijkt dat je op een berg bent.;Pas as je weer dele mouten noar t dal, bliekt dat je joe op n baarge bevinden.
Oetstreek liet hij zich deel op de grond vallen, arm buiten en raapte:;Oetstrekt lait hai hom deelvalen op grond, aarms oetnkanner en raip:
Het was Sybrand die erover begon op de kust bij onze achterkamer Bintje.;t Was Sybrand dij der over begon op koustaal bie ons baaider kammeroadje Bintje.
Later had zijn moeder hem aan de lof uit de grond getrokken bij het eerste aardappelkrabbel.;Loater haar zien moeke hom aan t loof uut de grond trokken bie t eerappelkraben.
Na zeventien jaar verhuist hij de Haguese politiek om bestuurder in Brazilië te worden.;Hai verluit noa 17 joar de Hoagse poletiek om bestuurder in Vraislaand te worden.
Jullie kunnen rustig gaan en staan waar jullie willen, maar met mij is dat anders.;Ie kinnen rusteg goan en stoan woardat ie willen, mor mit mie is dat aans.
Toen hij ons in de gaten kreeg, zag ik hem twijfelen of hij wegronden zou.;Dou hai ons in de goaten kreeg, zag ik hom twieveln of e wegrunnen zól.
De vrouwen muizen koffie, mijn vriend en ik konden het werk uitblazen.;Vraauwlu muiken kovvie, kameroad en ik konden uutbloazen van t waark.
De ADAC-man kon de auto niet repareren en sleepte ons naar een hotel dat vol zat...;De ADACman de auto nait reparaaiern kon en ons noar n hotel sleepte dij vol zat.....
En weer klinkt haar angstaanjagende lag, nog eens weg, de achterdeur staat ja open.;En weer klinkt heur vèrdroagende lag, nog wieder vot, achterdeur stijt ja open.
Hij wil op een keukenstoel deel vallen, maar dat weet zijn vrouw nog net voor te zijn.;Hij wil op e keukenstoel deel valen, mor dat wiet zien vrouw nog net veur te wezen.
Zij liet ook altijd haar pakkeloas in de Duitse hoofdstad staan.;Die liet ok aalgedureg heur pakkeloazie in de Duutse hoofdstad stoan.
Gezien of hij op het strand staat bij De Koog, de Noordzeebranding noaspeelt.;Krekt of e op t strand stijt bij De Koog, de Noordzeebranding noaspeult.
Het water op een keukenvloer heeft in de tijd de natte oppervlakte vergroot, soort mini;t Wotter op e keukenvloer het ien tied iemeg t natte oppervlak vergroot, soort mini
De duif roekt spoedig zijn wankel evenwicht kwijt, zijn ene voet glebt in de ene richting;Geert roakt pront zien wankel evenwicht kwiet, zien iene voet glibbert ien e richten
Ik vond haar daar al heel apart, allemaal leek mij haar haar iets lichter.;k Vond heur dou al hail apaart, allent leek mie heur hoar wat lichter.
Mijn vader duivelde, we kregen onmiddellijk een andere melkboer aan de deur.;Mien pa duvels, wij kregen votdoadelk n’aandre melkboer aan deur.
Nieuwe helden zoals Bonzo Hoogstraten, Jan Pruisman, voetbalfamilie De Wal....;Nije helden zo as Bonzo Hoogstroaten, Jan Pruisman, voetbalfemilie De Wal....
Bij de eerste elf uur op zaterdag- en zondagmiddag was het even gewend.;Bij d’eerste elftallen op zoaterdag- en zundagmiddag was t even wennen.
Heb je wel geld in de pocket, ik betaal je later wel even droog.;Hest ja wel gèld in de buutse, ik betoal die loater wel even trogge.”
Pakketjes van goud kosten een euro en pakketjes van zestien kosten vijf euro en veertig.;“Pakjes van vare kosten vaar euro en pakjes van zèzze kosten vief euro vatteg.”
Voor veel mensen een plezier, op pad, weg, zo ver mogelijk.;Veur veul minsen n plezaaier, op pad, vot, zo wied as t kin.
Om vijf uur waren ze aan een kopje koffie in een schitterend gehemmeld huis.;Om vief uur waren ze tou aan n kopke kovvie in n schapschoon hemmeld hoes.
Toen hij de twee handen in de buut bad, draaide hij om en liep naar huis.;Misnougt dee hai baide handen in buuts, draaide zok om en luip op hoes aan.
Vader, moeder en zijn kleine broertje zaten nog aan tafel, het eten was al op.;Pa, moeke en zien lutje bruiertje zaten nog bie toavel, t eten was al op.
Het leven gaat niet altijd over rozen, er zitten er ook wel eens steken aan.;t Leven gait nait aatied over rozen, der zitten ook wel ains stiekels aan.
Dat is waar ik me zo over verbaasd: die jargonetjes in hun eigen kleding.;Dat is woar ik mie zo over verwonder: dij joargetieden ien heur aigen klaid.
Maar aan de verbijsterd ogen van mijn vrouw zie ik dat ik het bij het verkeerde einde heb.;Mor aan de verboasde ogen van mien vraauw zai ik dat ik t bie t verkeerde inde heb.
Sta net boven op de ledder om de lozende vaarve van de windvoeten te schuiven.;Stoa net boven op de ledder om de löszittende vaarve van de windveren te schuren.
Zo'n vlinder heb ik ook ja nog nooit gezien, zelfs niet in mijn vlinderboekje.;Zo’ n vlinder heb ik ook ja nog nooit zain, zulfs nait in mien vlinderboukje.
"""Mama heeft geen zakdoekje"", luidde ik, en trok haar langzaam op.";‘Mama het gain buusdoukje,' laig ik, en til heur langzoam op.
Is goud, zeg ik en loop al gauw naar beneden om de banden nog wat op te pompen;Is goud,' zeg ik en loop alvast noar beneden om de banden nog wat op te pompen 7
Toen ik bij de wc naar boven wilde krabben, bleek dat die staal naar boven liep.;Dou k bie d'wale omhoog kroepen wol, bleek dat dij staail omhoog laip.
Toen ik de fiets omhoog wilde rijden, bleek dat die heuvelval vast zat in het gras.;Dou k fietse omhoog rieten wol, bleek dat dij hailendal vast zat in t gras.
"Had er slechter kunnen! ""Vrees, hoe weet ze dat nu?"" zei ik verbaasd.";Had erger gekund!' 'Verrek, hou ken zai dat nou waiten?' zee ik verboasd.
Een dieze wind waaide het eerste blad van de bomen en drolde hem voor de voeten.;n Diezege wind waaide t eerste blad van de bomen en dwarreln hom veur de vouten.
Ze zweefde hulpeloos met haar armen om aan te tonen dat ze alleen wilde zijn.;Ze zwaaide hulpeloos mit heur aarms om te beduden dat ze allain wezen wol.
We moeten leven en leven delen, we moeten elkaar leren begrijpen.;Wie mouten laif en laid dailen, wie mouten pebaaiern mekoar te begriepen.
Ze twijfelde, maar liep toch mee, toen hij de deur voor haar opende.;Ze twievelde, mor luip toch mit, dou hai de deure veur heur open huil.
Zuster Jennie kijkt door de deur van haar huis naar de vrouw die voor haar stond.;Zuster Jennie kikt deur glief van deur hìn hou òl vraauw votsjokt.
In de middag, bij het stoet eten, is er voor iedereen een stukje worst.;Ien mirregstied, bie t stoet eten, is ter veur elkenain n plakje worst.
"""Jullie mogen me altijd vragen om erbij te zijn zodat we het samen doen.";'Ie maggen mie aaltied vroagen om der bie te wezen zodat we t soam doun.
Het was niet makkelijk, maar de familie is erdoor wel dichter bij elkaar gekomen.;t Was nait makkelk, mor de femilie is doardeur wel dichter bie nkander kommen.
De bomen dachten na en zeiden dat hij daarvoor maar het beste van elkaar kon halen.;Bomen dochten noa en zeden dou dat hai doarveur mor t beste holt van oleander nemen kon.
De kloosters deden tegenwoordig een expeditiereis door de golven van;De kloosterlingen doun tegenswoordeg n m/vexpeditietocht deur de gouwen van
Ze moest de brandhalte zoeken om de heerlijke warmte bij haar huis te krijgen.;Zai mozzen braandhòlt zuiken om t lekker waarm te kriegen bie heur thoes.
Ho, ho, zei de moeder, ik greep een stok om de hond een pak laiter te geven.;'Ho, ho,' zee moeke, 'k griep n stok om hond n pak laaiter te geven.'
De jongen wilde niet bijten, de jongen wilde niet lopen en de moeder wilde hem niet dragen.;Jeroentje nait bieten, jonk wol nait lopen en moeke wol hom nait droagen goan.
Het jongetje broekt even zijn sokssfermule en stampt terstond op los.;Jantje broekt even zien soksesfermule en stampvout ter lusteg op lös.
Nu moet je die hond even als een gek achter die auto zien rondrennen, papa.;‘Nou mouten ie dij hond ains as n gek achter dij auto aanrunnen zain, pabbe.
Heel in de verte ziet hij de hond langs de weg in het gras liggen.;Hail in wiedte zugt e d'hond laangs kaant van weg in t gras liggen.
Ik laat ons kostbaar chalet niet vernoemen door zo'n teringbaist.;Ik loat ons kostboare chalet nait verhennewaaiern deur zo n teringbaist.
De zus zei dat ze het zo leuk vond dat ze de hele dag en nacht bij hem waren.;Zuster zee, dat ze t zo schier von dat ze altmoal dag en naacht bie hom waren.
Onverwacht is hij alweer terug van het pikken en hij kijkt heel blij.;Onverwacht snel is hai al weer terugge van t prikken en hai kikt hail bliede.
Moe zegt bij het weggaan nog even dat ze vandaag geen zin meer heeft om te koken.;Moe zegt bie t weggoan nog wel even dat ze vandoage gain zin meer het om te koken.
Maar daar wil ze niets van weten, want volgens haar is elke belasting slecht voor de gezondheid.;Moar doar wil ze niks van waiten, want elke taks is volgens heur slecht veur de gezondhaid.
Ze volgt een moderne tak op basis van droge worst, haardbrood en eierenbalen.;Ze volgt ain moderne taks op boases van dreuge worst, haardbroden en aaierbalen.
Hiermee kreeg hij toestemming om turf te laten graven in en rond het Toren.;Hiermit kreeg hai toustemmen om törf te loaten groaven in en rond t Knoal.
De Hunze was geen vijver, maar kreeg het meeste water van de Hondenrug.;De Hunze was gain veenrevier, mor kreeg t mainste woater van d'Hondsrug.
De kloosters speelden bij de opbloming van de kerkers een belangrijke rol.;Kloosters speulden bie d'opblui van de veenderijen n belangrieke rol.
De boorschippers moesten er voor zorgen dat de Hunze-bewaarboar bleef.;Baggerscheepkes mozzen der veur zörgen dat de Hunze bevoarboar bleef.
Vanaf het vijfde eeuwen kreeg ook Stad toenmalig meer belang bij de turfgraaverij.;Vanòf de vieftiende aive kreeg ook Stad aalsmor meer belang bie de törfgroaverij.
Zonder idee greep Kees het hondje en zette het op zijn kont in een half lege vaartuig.;Zunder bedinken greep Kees hondje en zette dij op kont ien haalf lege vaarfpot.
Liefde was koken, werken, wassen, zorgen, een hele som van dingen.;Laifde was koken, waarken, wasken, zörgen, n haile som van dingen.
"Mensen noemen hem het verfraaien nijlpaard; kunnen zijn namen van de oren zeggen.";"Lu neumen hom t verfrommeld nijlpeerd; kinnen zien numen van heuren zeggen."
Ik ben anders dan sterker ik ben geen klote wijsheid al maar ik ben mezelf ik leef;k wor aalaan staarker k bin gain kloaske wait aal mor k bin miezulm k leef
Als ik snags wakker word en op de wekker kijk, zie ik ze elk aanbod: 5:55 of 6:55.;As k smörns wakker wor en op wekker kiek, zai k ze elke bod: 5:55 of 6:55.
Bij de buurman strookt ze al haar pillen over de tafel waarvan ik de schijf zal nemen;Bie buurman streut ze aal heur piljes oet over toavel welkent zel ik diskeer nemen
Hoorregod wat een bloem ja maar dood horen waar niets van dood is dood zeg ik altijd maar;Hurregod wat n bloumen ja mor doden vernemen der niks van dood is dood zeg ik altied mor
We zagen daar grote en dure hoe er van een geel soort margel met luxe tonen waren.;Wie zagen doar grode en dure hoe zen van n geel soort maargel mit weelderge toenen.
Aan het kruispunt linkssaf op weg naar een warme kop thee en een droog overhemd.;Bie t kruuspunt linksòf op weg noar n waarm kop thee en n dreug hemd.
Nee, aan het begin van de 20e eeuw hadden de Duitsers al rusteloze luchtvliegers.;Nee, begun 20e aiw haren de Duutsers al geruusloos luchtvlaigspul.
Jan kan zichzelf niet langer bedapperen en gaat naar buiten, naar de orredorp.;Jan kin zuk nait langer bedappern en gaait noar boeten, noar orrebedor tou.
"""Ik ben overal blij dat ze weg zijn,"" zegt hij tegen zijn vrouw.";‘Ik bin over ain kaant bliede dat ze vot binnen,’ zegt e tegen zien vraauw.
In Rotterdam hebben ze onder een dik verkeersbrug een steen voor verhuisde beelden.;Ien Rotterdam hemmen ze onder n dikke verkeersbrug n stee veur verweesde beelden.
Op zo'n moment krijg ik sterk de drang om even lekker Gronings te spreken.;Op zo’n moment krieg ik staark de drang om even lekker Grunnegs te proaten.
"Wel, zei ik, maar hoe komt hij hier? ""Nou, gisteravond liep ik onder";Wiebes,' zee k, 'mor hou komt hai hier?' 'Nou, gusteroavend luip k onder
Ik wormde naar boven en in de kleedkamer zat dat stuk Grunnegs verdrietig.;Ik wurmde mie noar boven en in klaidkoamer zat dat stuk Grunnegs verdrait.
Gaat de weegscholen van de Vrouw Justitie op lijk met de scholen van de Rechter?;Gaait Vraauwe Justitia’s weegschoaltje liek op mit schoal van Richter?
Haar verwarmde slaapsteen in het rijtuig was ja helemaal afgevuild.;Heur verhinneweerde sloapstee in t raait was ja finoal votspuild.
Boas juicht nog even met de teefke, waarna die blijd op vooruit springt.;Boas juchtert nog even mit teefke, waarnoa dij bliede op veurbaank springt.
Kalme Midwinterdagen bedacht en veel geluk en zegen in het nieuwe jaar.;Kaalme Midwinterdoagen toudocht en veul haail en zegen ien nij-joar.
Nenne van der Molen Van t pad Ouderdom komt met gebreken, wordt er soms gezegd.;Nane van der Molen Van t pad Olderdom komt mit gebreken, wordt der smangs zegd.
Je hebt jezelf ermee en vooral de anderen niet te vergelijken.;Je hebben aans joezulf dermit en veuraal d’aandern nait te verge- ten.
Ver rijden en dikken van onze zinnen, het is meestal gesprek van de dag.;Verre raaizen en dikdakken van onze sìnten, t is mainsttied gesprek van de dag.
Het duurde hem daarom goed dat alle vissen hun staarten maar af moesten knippen.;t Ducht hom doarom goud dat ale vozzen heur staarten mor òfsnieden mozzen.
Toen Engbert Gruben hem niet overhoold had, had niemand ooit van Ede Staal gehoord.;As Engbert Gruben hom nait overhoald haar, haar gainaine ooit van Ede Staal heurd.
Als hij van die geleerde met hem zou wisten, zou hij zo omdraaien in zijn graf?;As hai van dat geleur mit hom waiten zol, zol e zoch omdraaien in zien graf?
Dat Ede door normaal stemgedrag een plaats krijgt in de Top 2000, is te verwachten.;Dat Ede deur normoal stemgedrag n stee in de Top 2000 krigt, is te verwachten.
Misschien komt Ede wel vaker in de lijst voor, al zal dat de niet zo hoog zijn.;Meschain komt Ede den wel voaker in de lieste veur, al zel dat den nait zo hoog wezen.
Als de interviewees daar toestemming voor geven, wordt hun gesproken toelichting opgenomen in;As geïnterviewden der toustemmen veur geven, wordt heur gesproken toulichten opnomen in
Daar stond alles beter weg en hoef je te veel of te weinig niet te vrezen.;Din ston alles beter wotterpas en huif je te veul of te waaineg nait te vrezen.
Na een tijdje raapte de jongen voor de vierde keer de wolf, maar de boer dacht:;Noa n zetje raip jong veur vaaierde moal ‘wolf’, mor boer docht: t
Ik wou dat er een einde kwam aan schillen van NAM en patiënten in Den Haag.;k Wol dat der n inde kwam aan sjikaneren van NAM en pazzipanten in Den Hoag.
365 dingen die je niet mag doen, houd je erbij, al was het uit de tuin.;365 dingen dij je nait maggen doun, hol joe der aan, al was t oet fersoun.
En verder gouden oorbellen, zilveren hangers en kettingen met mooie gekleurde kleuren.;En wieder golden oorbellen, zulvern hangers en kettens mit mooie kleurde staintjes.
Bepaal uiteraard dat zij met hun twee de volgende dag bij elkaar zouden komen.;Trijn oetèndelk dat zai mit heur twijen den mor dag bie nkander kommen zollen.
Was er een leuk restaurantje bij de begraafplaats, dan gingen ze ook koffie drinken met een stukje taart.;Was n luk restaurantje bie kerkhof, doar ze ook kovviedrinken gingen mit n stukje toart.
Dat was geen probleem voor de vrouw en de beide zussen stapten weer uit de winkel.;Dat was gain probleem veur de vraauw en de baaide zusters stapten weer te winkel oet.
Gerda leefde en en dan zouden ze haar ergens mee naartoe nemen en haar verrassen.;Gerda woonde en en den zollen ze heur aargens hìn mitnemen en heur verrazzen.
Gerda legde uit wat ze vorige week afpraten met die andere vrouw.;Gerda legde oet wat ze veurege week òfproat haren mit dij aander mevraauw.
En ze liet haar kast zien met het papier dat de waarde van die juwelen opstond.;En ze lait heur deuske zain mit t pepier doar de weerde van dij juwelen op ston.
Dat had die vrouw nooit mogen doen en daar zouden ze ook op aanspreken.;Dat haar dij vraauw nooit doun mogt en doar zollen ze heur ook op aanspreken.
Want als één juwelier hem zo verzonnen kon, zou een ander dat misschien ook kunnen.;Want as ain juwelier hom zo mishebben kon, zol n aander dat meschain ook kinnen.
Een dag of wat later wordt ol boas vroeger wakker van het geluid dat hij zo verlangde naar het westen.;n Dag of wat loater wordt ol boas vro wakker van geluud doar hai zo verlangsteg noar west haar.
Loop de percussies door de bergen van sneeuw terug naar huis met een jas op.;Loop den verzichies deur de baargen snij weer noar huus tou mit kappesjon op.
Mensen bewaren jullie taal houd je kop dicht en het begreep je.;Minsen – bewoar joen kaalmte – hold kop koul en t verstaand deu.
De bewoners van het huisje waren een verkennersploegje Canadezen.;‘Bewoners’ van t huuske waren n verkennersplougje Canadezen.
Hoe langer ik maar de provincie woon, hoe langer ik dat voel.;Houveul langer of ik buten de pervinzie woon, houveul meer of ik dat voul.
De laatste generaties Grunnegers doen al niet veel meer met de Grunnegs.;De loatste generoaties Grunnegers doun al nait veul meer mit t Grunnegs.
In plaats van het Gronings komt er een soort regionaal gekleurde standaardtaal.;In ploats van t Grunnegs komt der n soort regionoal gekleurde standoardtoal.
Drie generaties lang was het voor ons en wij hadden na een grote ervaring.;Drij generoatsies laank was t veur ons en ons noazoaten ain grode belevenis.
Leta voor roggbrood en in de loop een kopje klein hoalen bij onze kleindochter;Leta veur roggebrood en in d'loop n kopke leut hoalen bie ons klaaindochter
Een strakke sneeuw-jacht ontplofte door alle glieven en gaten van de boerenplaats.;n Strakke snij-jacht blast deur ale glieven en goaten van boerenploats.
Joa maar dokter, luistert u nu eens, wij zijn toch niet aan tafel met elkaar?;‘Joa mor dokter, lustern ie nou ains, wie binnen doch nait seupel mit mekoar?
Hé, kijk nou toch eens: daar komt er nog net zo een, roept Jüri.;‘Hé, kiek nou toch ains: doar komt ter nog net zo aine,‘ ropt Jurrie..
Terwijl de trein gaat, hoopt zichzelf dat de keronoa nog een tijdje blijft.;Jaantje aan spoaren goan, hoopt zulfs dat keronoa nog n zetje blieft.
Neen van hen Moolen Coronahond 'Kan dokter wel komen, ik voelde me slim lebat.;Nane van der Molen Coronahond 'Kin dokter wel kommen, k vuil mie slim lebait.
Benne wou een kinderdagverblijf/bloemenzaak, daarom hield ze van bloemen.;Bennewolle n kwekerij/bloumenzoak, vandoar heur laifde veur bloumen.
Doorpoederen, krijgen we als rot en als het kan: blijf van de straat.;Deurpoeiern, kregen wie as road en as t aits kin: blief van de stroat.
Ook al word je niet ziek, of nog slimmer, er beter van je nooit of nooit.;Ook al wor je nait zaik, of nog slimmer, der beter van wor je nooit of te nimmer.
Er zat gewoon een dikke hand in de tuinhok en ze hebben hem maar meegenomen in de zak.;Der zat bloots n dikke hoan ien tuuthok en dij hebben zai dou mor mitnomen ien zak.
"""Joah,"" zei de heuvelaandse boerdochter, ""da's ook handelaar ja...";'Joa,' zee de hogelaandster boerendochter, 'da's ook haandel ja ...
"Het meubeltje aan het oor: ""Neem ook maar wat tandpasta mee!"" ""Hmm?";t Mobieltje aan t oor: 'Neem ook nog mor wat tandpasta mit!' 'Hmm?
"Maar het was ook een tijd voor mij, mijn jongen!"" Gaf ik toe, het was een mooi verhaal.";Mor t was mie ook n tied, mien jong!' k Gaf tou, t was n schier verhoal.
Johan liep naar de keuken en kwam terug met een fles sinas en twee glazen.;Johan laip noar keuken tou en kwam weerom mit n vles sinas en twij gloazen.
"Die kan iedereen die oude tanteje bewonderen! ""We waren nog niet uitgenodigd.";Din kin elkenain dij ol taandjes bewonnern!' Wie wazzen nog nait oetproat.
Hij praat aan een boxer door met kletsjes, of ze hem kunnen begrijpen.;Hai prat aan ain boksembain deur mit leutjekes, of ze hom verstoan kinnen.
"""Hee,"" zegt de moeder; ""de thee kopjes rillen bijna van tafel af.";"‘Hai,’ zegt moeke; ‘Theekopkes rabbeln hoast van toavel of."
Hoe zit het? Ik ga er morgen meteen achter, zegt de haaibaas.;Roar hè?’ ‘k Goa der mörgen geliek achter tou’, zegt haaiboas.
Ik weet nu ook waarom die lieve knecht Derkie zo snel zichzelf ontsloeg.;k Wait nou ook woarom dij laive knecht Derkie zomoar zuk zulf ontsloagen het.
Ik ga bijna al gauwweg met pensioen en dan heb ik mooi wat afgeladen.;Ik goa noamelk al gaauwachteg mit penzioun en din haar k mooi wat òflaaiden.
Het is zeker geen verplichting, maar zo als jullie weten hebben we nog die twee naakjes van;Is zeker gain verplichten, mor zo as ie waiten hebben wie nog dij twij noakomelinkjes van
En nu dit ...' Zo komt het verhaal van Broene en (de jonge) Boris tot een einde.;En nou dit ...' Zo komt t verhoal van Broene en (de jonge) Boris tot n end.
Er waren mooie verhalen, soms serieus, soms dreumerg, maar ook dichtbij.;Der waren schiere verhoalen, sums serieus, sums dreumerg, moar ook dichtbie.
De rustige omploegde akker bij de zee in april is natuurlijk wel wakker maar de wereld blijft stil;Stil omplougd'akker bie t moar in april netuur is wel wakker mor wereld blift stil
Hij reed als Brugman en na amper een half uur had hij een baan als vertegenwoordiger!;Hai revelde as Brugman en noa amper n haalf uur haar e n boantje as vertegenwoordeger!
Meneer laat duidelijk zien dat hij niet veel prijs op zo'n ingang heeft gesteld, maar oom;Meneer luit blieken dat e nait veul pries stelde op zo’n binnenkomst, moar ome
En op zijn kosten is het vanavond prettig te stegen? Tegen half elf moet ie vertrekken.;En op zijn kosten is het vanavond gezellig stappen?’ Tegen haalf elven mos e vot.
Onze concurrenten vroegen of, hoe dan ook, wij de grote wel kregen, en zij niet.;Ons concurrenten vruigen zok òf, hou t kwam dat wie dij groten wel kregen, en zai nait.
Hij gaf aan dat hij er niet meer uit kon halen en bereikte zijn top bij ons.;Hai gaf aan, dat e 'der nait meer oethoalen’ kon en zien top bie ons beraikt haar.
Soms was het moeilijk hem weer te vinden, want hij zou graag een behoorlijk ais verhuizen: van;Sums was t moeilek hom weer te vinden, want hai mog geern nogal ais verhoezen: van
Ooit pikten ze het stuk gekend, het was nu tijd voor een leghok, met drie vakken.;Sums pikten ze t stuk kend, t wer nou tied veur n leghok, mit drij vakken.
Hij was zo goed als verlamd en kort daarna hartstikke dood!;Hai waas zo goud as verlamd en kort noatied hartstikke pielemotje dood!
Iemand die zichzelf niet kan redden in het leven, kan anderen daarover ook weinig raad geven!;Ain dij homzulf nait redden kin ien t leven, kin aandern doarover ook min goie road geven!
Weerth kwamen er graag uit te vertellen en voor te lezen uit hun eigen werk.;Wierth kwamen der groag om te vertellen en veur te lezen oet heur aigen waark.
Groninger werkwoorden en alle die Nederlandse werkwoorden die daarbij horen.;Grunneger waarkwoorden en aal dij nederlandse waarkwoorden dij doar din bie heurden.
Bij dit alles was zij ook nog steeds gedreven om al haar werk in het Nederlands te vertalen.;Bie dit ales was zai ook nog drok om aal heur waark ien Nederlands over te zetten.
Die eerste maand na ons eerste telefoongesprek belden we bijna regelmatig op.;Dij eerste moand noa ons eerste tillefoongesprek belden wie nkanner mit regelmoat op.
Alle dieren in het land hebben het moeilijk om kop boven water te halen.;Ale daaierntoenen ien t laand hemmen t stoer om kop boven wodder te hollen.
Mijn moeder en haar zus babbelde de hele dag met iemand over wat ik niet wist.;Mien moeke en heur zuster babbelden hail dag mit nkanner over k wait nait wat.
Schrijf het nummer op en loop met het opschrijfboekje naar de telefoon.;Schreef t nummer op en laip mit opschriefboukje noar tillefoon tou.
